,words,tags,cased
4742,i 'm not sure how i would have handled it .,PRON AUX PART ADJ ADV PRON AUX AUX VERB PRON PUNCT,I 'm not sure how I would have handled it .
4743,how 's school going ?,ADV AUX NOUN VERB PUNCT,How 's school going ?
4744,any plans for the weekend ?,DET NOUN ADP DET NOUN PUNCT,Any plans for the weekend ?
4745,alma martinez@enron,X X,Alma Martinez@ENRON
4746,01/26/2001 11:36 am,NUM NUM NOUN,01/26/2001 11:36 AM
4747,what happened ?,PRON VERB PUNCT,What happened ?
4748,"here 's a story ... as i was waiting at the bus stop ( 7:35 am ) to go to school , a lady approached me and asked if i 'd make sure her daughter got on a certain bus .",ADV AUX DET NOUN PUNCT SCONJ PRON AUX VERB ADP DET NOUN NOUN PUNCT NUM NOUN PUNCT PART VERB ADP NOUN PUNCT DET NOUN VERB PRON CCONJ VERB SCONJ PRON AUX VERB ADJ PRON NOUN VERB ADP DET ADJ NOUN PUNCT,"Here 's a story ... as I was waiting at the bus stop ( 7:35 am ) to go to school , a lady approached me and asked if I 'd make sure her daughter got on a certain bus ."
4749,the mother was running late for work and could not wait .,DET NOUN AUX VERB ADV ADP NOUN CCONJ AUX PART VERB PUNCT,The mother was running late for work and could not wait .
4750,i could n't say no ... so nicki ( the little girl - 10 yrs. old ) and i waited for the bus .,PRON AUX PART VERB INTJ PUNCT ADV PROPN PUNCT DET ADJ NOUN PUNCT NUM NOUN ADJ PUNCT CCONJ PRON VERB ADP DET NOUN PUNCT,I could n't say no ... so Nicki ( the little girl - 10 yrs. old ) and I waited for the bus .
4751,"it was now , 8:15 and there was no sign of her bus .",PRON AUX ADV PUNCT NUM CCONJ PRON VERB DET NOUN ADP PRON NOUN PUNCT,"It was now , 8:15 and there was no sign of her bus ."
4752,"on top of things , i had quiz at 8 am .",ADP NOUN ADP NOUN PUNCT PRON VERB NOUN ADP NUM NOUN PUNCT,"On top of things , I had quiz at 8 am ."
4753,which i then realized i missed .,PRON PRON ADV VERB PRON VERB PUNCT,Which I then realized I missed .
4754,i decided that nicki would just have to wait on her own .,PRON VERB SCONJ PROPN AUX ADV VERB PART VERB ADP PRON ADJ PUNCT,I decided that Nicki would just have to wait on her own .
4755,i asked her if she had any relatives that would want to know of her whereabouts .,PRON VERB PRON SCONJ PRON VERB DET NOUN PRON AUX VERB PART VERB ADP PRON NOUN PUNCT,I asked her if she had any relatives that would want to know of her whereabouts .
4756,i called her grandmother and explained things to her .,PRON VERB PRON NOUN CCONJ VERB NOUN ADP PRON PUNCT,I called her grandmother and explained things to her .
4757,pretty strange ... aye .,ADV ADJ PUNCT INTJ PUNCT,Pretty strange ... aye .
4758,"a bus that runs through uofh arrived and i almost got on without her , but i could n't do it .",DET NOUN PRON VERB ADP PROPN VERB CCONJ PRON ADV VERB ADV ADP PRON PUNCT CCONJ PRON AUX PART VERB PRON PUNCT,"A bus that runs through UofH arrived and I almost got on without her , but I could n't do it ."
4759,"finally , i told the little girl that she would have to accompany me to school ( 8:30 am ) .",ADV PUNCT PRON VERB DET ADJ NOUN SCONJ PRON AUX VERB PART VERB PRON ADP NOUN PUNCT NUM NOUN PUNCT PUNCT,"Finally , I told the little girl that she would have to accompany me to school ( 8:30 am ) ."
4760,there were only 15 minutes left of class .,PRON VERB ADV NUM NOUN ADJ ADP NOUN PUNCT,There were only 15 minutes left of class .
4761,i stayed for the remainder of the lecture .,PRON VERB ADP DET NOUN ADP DET NOUN PUNCT,I stayed for the remainder of the lecture .
4762,after class we went back to bus stop and within minutes her bus arrived .,ADP NOUN PRON VERB ADV ADP NOUN NOUN CCONJ ADP NOUN PRON NOUN VERB PUNCT,After class we went back to bus stop and within minutes her bus arrived .
4763,i told the bus driver where to drop her off .,PRON VERB DET NOUN NOUN ADV PART VERB PRON ADP PUNCT,I told the bus driver where to drop her off .
4764,i notified her grandmother with the time of the departure .,PRON VERB PRON NOUN ADP DET NOUN ADP DET NOUN PUNCT,I notified her grandmother with the time of the departure .
4765,and i was relieved when nicki called to let me know she was home safe .,CCONJ PRON AUX ADJ ADV PROPN VERB PART VERB PRON VERB PRON AUX ADV ADJ PUNCT,And I was relieved when Nicki called to let me know she was home safe .
4766,please send the memo to the egm business heads as well .,INTJ VERB DET NOUN ADP DET PROPN NOUN NOUN ADV ADV PUNCT,Please send the memo to the EGM business heads as well .
4767,thanks .,NOUN PUNCT,Thanks .
4768,jeff,PROPN,Jeff
4769,jana giovannini,PROPN PROPN,Jana Giovannini
4770,01/26/2001 10:51 am,NUM NUM NOUN,01/26/2001 10:51 AM
4771,"actually , jen has volunteered for the afternoon session .",ADV PUNCT PROPN AUX VERB ADP DET NOUN NOUN PUNCT,"Actually , Jen has volunteered for the afternoon session ."
4772,i spoke to her prior to my note .,PRON VERB ADP PRON ADJ ADP PRON NOUN PUNCT,I spoke to her prior to my note .
4773,is there anyone else in egm that could participate ?,VERB PRON PRON ADJ ADP PROPN PRON AUX VERB PUNCT,Is there anyone else in EGM that could participate ?
4774,please let me know .,INTJ VERB PRON VERB PUNCT,Please let me know .
4775,thanks .,NOUN PUNCT,Thanks .
4776,"jen , please take care of this for egm",PROPN PUNCT INTJ VERB NOUN ADP PRON ADP PROPN,"Jen , please take care of this for EGM"
4777,jana giovannini,PROPN PROPN,Jana Giovannini
4778,01/24/2001 11:42 am,NUM NUM NOUN,01/24/2001 11:42 AM
4779,"all ,",DET PUNCT,"All ,"
4780,the analyst and associate programs recognize we have many analyst needs that need to be addressed immediately .,DET NOUN CCONJ NOUN NOUN VERB PRON VERB ADJ NOUN NOUN PRON VERB PART AUX VERB ADV PUNCT,The Analyst and Associate Programs recognize we have many Analyst needs that need to be addressed immediately .
4781,while we anticipate many new analysts joining enron this summer ( late may ) and fulltime ( august ) we felt it necessary to address some of the immediate needs with an off - cycle recruiting event .,SCONJ PRON VERB ADJ ADJ NOUN VERB PROPN DET NOUN PUNCT ADJ PROPN PUNCT CCONJ ADV PUNCT PROPN PUNCT PRON VERB PRON ADJ PART VERB DET ADP DET ADJ NOUN ADP DET ADP PUNCT NOUN NOUN NOUN PUNCT,While we anticipate many new Analysts joining Enron this summer ( late May ) and fulltime ( August ) we felt it necessary to address some of the immediate needs with an Off - Cycle Recruiting event .
4782,"we are planning this event for thursday , february 15 and are inviting approximately 30 candidates to be interviewed .",PRON AUX VERB DET NOUN ADP PROPN PUNCT PROPN NUM CCONJ AUX VERB ADV NUM NOUN PART AUX VERB PUNCT,"We are planning this event for Thursday , February 15 and are inviting approximately 30 candidates to be interviewed ."
4783,i am asking that you forward this note to any potential interviewers ( managers or above ) .,PRON AUX VERB SCONJ PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT NOUN CCONJ ADV PUNCT PUNCT,I am asking that you forward this note to any potential interviewers ( Managers or above ) .
4784,we will conduct first round interviews in the morning and the second round interviews in the afternoon .,PRON AUX VERB ADJ NOUN NOUN ADP DET NOUN CCONJ DET ADJ NOUN NOUN ADP DET NOUN PUNCT,We will conduct first round interviews in the morning and the second round interviews in the afternoon .
4785,we need for interviewers to commit either to the morning ( 9 am - 12 pm ) or afternoon ( 2 pm - 5 pm ) complete session .,PRON VERB SCONJ NOUN PART VERB CCONJ ADP DET NOUN PUNCT NUM NOUN SYM NUM NOUN PUNCT CCONJ NOUN PUNCT NUM NOUN SYM NUM NOUN PUNCT ADJ NOUN PUNCT,We need for interviewers to commit either to the morning ( 9 am - 12 pm ) or afternoon ( 2 pm - 5 pm ) complete session .
4786,please submit your response using the buttons below and update your calendar for this date .,INTJ VERB PRON NOUN VERB DET NOUN ADV CCONJ VERB PRON NOUN ADP DET NOUN PUNCT,Please submit your response using the buttons below and update your calendar for this date .
4787,"in addition , we will need the groups that have current needs to commit to taking one or more of these analysts should they be extended an offer .",ADP NOUN PUNCT PRON AUX VERB DET NOUN PRON VERB ADJ NOUN PART VERB SCONJ VERB NUM CCONJ ADJ ADP DET NOUN AUX PRON AUX VERB DET NOUN PUNCT,"In addition , we will need the groups that have current needs to commit to taking one or more of these Analysts should they be extended an offer ."
4788,thanks in advance for your cooperation .,NOUN ADP NOUN ADP PRON NOUN PUNCT,Thanks in advance for your cooperation .
4789,"thank you ,",VERB PRON PUNCT,"Thank you ,"
4790,jana,PROPN,Jana
4791,where does our 50 % ( the 1.65 million dollars ) show up ?,ADV VERB PRON NUM SYM PUNCT DET NUM NUM NOUN PUNCT VERB ADP PUNCT,Where does our 50 % ( the 1.65 million dollars ) show up ?
4792,can you provide me with more details ?,AUX PRON VERB PRON ADP ADJ NOUN PUNCT,Can you provide me with more details ?
4793,"great job , guys .",ADJ NOUN PUNCT NOUN PUNCT,"Great job , guys ."
4794,eric gonzales,PROPN PROPN,Eric Gonzales
4795,01/25/2001 02:02 am,NUM NUM NOUN,01/25/2001 02:02 AM
4796,great job gentlemen !,ADJ NOUN NOUN PUNCT,Great job gentlemen !
4797,this deviation shows that eco definitely has a significant amount of option value which can be exploited with quick reactions and favourable market movements .,DET NOUN VERB SCONJ PROPN ADV VERB DET ADJ NOUN ADP NOUN NOUN PRON AUX AUX VERB ADP ADJ NOUN CCONJ ADJ NOUN NOUN PUNCT,This deviation shows that Eco definitely has a significant amount of option value which can be exploited with quick reactions and favourable market movements .
4798,eric,PROPN,Eric
4799,wayne perry@enron_development,X X,Wayne Perry@ENRON_DEVELOPMENT
4800,25/01/2001 00:20,NUM NUM,25/01/2001 00:20
4801,finally completed tonight,ADV VERB NOUN,Finally completed tonight
4802,"net to enron lng marketing company - $ 272,000 ( $ 0.10 / mmbtu )",ADJ ADP PROPN PROPN PROPN PROPN PUNCT SYM NUM PUNCT SYM NUM SYM NOUN PUNCT,"Net to Enron LNG Marketing Company - $ 272,000 ( $ 0.10 / mmbtu )"
4803,"net to eco about $ 3,300,000 ( enron 50 % share about $ 1,650,000 )",ADJ ADP PROPN ADV SYM NUM PUNCT PROPN NUM SYM NOUN ADV SYM NUM PUNCT,"Net to Eco about $ 3,300,000 ( Enron 50 % share about $ 1,650,000 )"
4804,"enron total gain not counting ena 's trading desk margin is $ 1,922,000",PROPN ADJ NOUN ADV VERB PROPN PART NOUN NOUN NOUN AUX SYM NUM,"Enron total gain not counting ENA 's trading desk margin is $ 1,922,000"
4805,not bad for a single cargo .,PART ADJ ADP DET ADJ NOUN PUNCT,Not bad for a single cargo .
4806,wayne,PROPN,Wayne
4807,"jen , please take care of this for egm",PROPN PUNCT INTJ VERB NOUN ADP PRON ADP PROPN,"Jen , please take care of this for EGM"
4808,marianne : the following are my comments :,PROPN PUNCT DET VERB AUX PRON NOUN PUNCT,Marianne : The following are my comments :
4809,"1 . in section 1.1 , there should be a parentheses after etc. in the 5th line .",X PUNCT ADP NOUN NUM PUNCT PRON AUX VERB DET NOUN ADP NOUN ADP DET ADJ NOUN PUNCT,"1 . In Section 1.1 , there should be a parentheses after etc. in the 5th line ."
4810,"2 . in section 3.1 , in the last sentence after the proviso insert "" a "" before the word "" change "" and after the word "" in "" .",X PUNCT ADP NOUN NUM PUNCT ADP DET ADJ NOUN ADP DET NOUN VERB PUNCT NOUN PUNCT ADP DET NOUN PUNCT NOUN PUNCT CCONJ ADP DET NOUN PUNCT NOUN PUNCT PUNCT,"2 . In Section 3.1 , in the last sentence after the proviso insert "" a "" before the word "" change "" and after the word "" in "" ."
4811,"3 . in section 6.1 , change 20 business days to 20 days .",X PUNCT ADP NOUN NUM PUNCT VERB NUM NOUN NOUN ADP NUM NOUN PUNCT,"3 . In Section 6.1 , change 20 Business Days to 20 days ."
4812,"also , add a semicolon at the end of clause ( i ) .",ADV PUNCT VERB DET NOUN ADP DET NOUN ADP NOUN PUNCT NUM PUNCT PUNCT,"Also , add a semicolon at the end of clause ( i ) ."
4813,4 . in section 6.2.1 i 'll just note that the discount rate sentence i think is still an open issue .,X PUNCT ADP NOUN NUM PRON AUX ADV VERB SCONJ DET NOUN NOUN NOUN PRON VERB AUX ADV DET ADJ NOUN PUNCT,4 . In Section 6.2.1 I 'll just note that the discount rate sentence I think is still an open issue .
4814,"5 . in section 6.3 , clause ( c ) should be reworded to fit with the language in the beginning of the section .",X PUNCT ADP NOUN NUM PUNCT NOUN PUNCT NOUN PUNCT AUX AUX VERB PART VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT,"5 . In Section 6.3 , clause ( c ) should be reworded to fit with the language in the beginning of the Section ."
4815,"6 . capitalize the word "" facility "" in the definition of average annual load factor .",X PUNCT VERB DET NOUN PUNCT NOUN PUNCT ADP DET NOUN ADP ADJ ADJ NOUN NOUN PUNCT,"6 . Capitalize the word "" facility "" in the definition of Average Annual Load Factor ."
4816,7 . delete the definition of costs as it is already defined in section 6.2.1 .,X PUNCT VERB DET NOUN ADP NOUN SCONJ PRON AUX ADV VERB ADP NOUN NUM PUNCT,7 . Delete the definition of Costs as it is already defined in Section 6.2.1 .
4817,8 . where is the defined term govt authority used ?,X PUNCT ADV AUX DET VERB NOUN NOUN NOUN VERB PUNCT,8 . Where is the defined term Govt Authority used ?
4818,"9 . in the gtc , the ecp rep should also apply to eesi .",X PUNCT ADP DET NOUN PUNCT DET NOUN NOUN AUX ADV VERB ADP NOUN PUNCT,"9 . In the GTC , the ECP rep should also apply to EESI ."
4819,"also , in the 7th line of the reps add the word "" into "" after the word "" entered "" and before the word "" this "" .",ADV PUNCT ADP DET ADJ NOUN ADP DET NOUN VERB DET NOUN PUNCT NOUN PUNCT ADP DET NOUN PUNCT NOUN PUNCT CCONJ ADP DET NOUN PUNCT NOUN PUNCT PUNCT,"Also , in the 7th line of the reps add the word "" into "" after the word "" entered "" and before the word "" this "" ."
4820,"10 . in collateral requests , insert a comma after deposit in the last line .",X PUNCT ADP NOUN NOUN PUNCT VERB DET NOUN ADP NOUN ADP DET ADJ NOUN PUNCT,"10 . In Collateral Requests , insert a comma after deposit in the last line ."
4821,i will also add granting / perfection language .,PRON AUX ADV VERB NOUN PUNCT NOUN NOUN PUNCT,I will also add granting / perfection language .
4822,"11 . in events of default , clause ( a ) refers to a dispute section which i 'm not sure exists .",X PUNCT ADP NOUN ADP NOUN PUNCT NOUN PUNCT NOUN PUNCT VERB ADP DET NOUN NOUN PRON PRON AUX PART ADJ VERB PUNCT,"11 . In Events of Default , clause ( a ) refers to a dispute section which I 'm not sure exists ."
4823,"in clause ( e ) , delete the "" s "" : from the word consolidation .",ADP NOUN PUNCT NOUN PUNCT PUNCT VERB DET PUNCT NOUN PUNCT PUNCT ADP DET NOUN NOUN PUNCT,"In clause ( e ) , delete the "" s "" : from the word consolidation ."
4824,12 . remedies should be deleted as it is already covered in section 6.1 .,X PUNCT NOUN AUX AUX VERB SCONJ PRON AUX ADV VERB ADP NOUN NUM PUNCT,12 . Remedies should be deleted as it is already covered in Section 6.1 .
4825,"13 . in ucc / disclaimer of warranties , add a clause ( c ) .",X PUNCT ADP NOUN PUNCT NOUN ADP NOUN PUNCT VERB DET NOUN PUNCT NOUN PUNCT PUNCT,"13 . In UCC / Disclaimer of warranties , add a clause ( c ) ."
4826,i would add setoff language .,PRON AUX VERB NOUN NOUN PUNCT,I would add setoff language .
4827,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4828,marianne castano@ees,X X,Marianne Castano@EES
4829,05/30/2001 11:05 am,NUM NUM NOUN,05/30/2001 11:05 AM
4830,carol :,PROPN PUNCT,Carol :
4831,i have attempted to incorporate the changes that jim has incorporated in our long form power agreement which ena has suggested to date into the short form .,PRON AUX VERB PART VERB DET NOUN PRON PROPN AUX VERB ADP PRON ADJ NOUN NOUN NOUN PRON PROPN AUX VERB ADP NOUN ADP DET ADJ NOUN PUNCT,I have attempted to incorporate the changes that Jim has incorporated in our long form power agreement which ENA has suggested to date into the short form .
4832,attached please find a sample short form ( for the con ed market ) for your review .,VERB INTJ VERB DET NOUN ADJ NOUN PUNCT ADP DET NOUN NOUN NOUN PUNCT ADP PRON NOUN PUNCT,Attached please find a sample short form ( for the Con Ed market ) for your review .
4833,please note the following as you review :,INTJ VERB DET VERB SCONJ PRON VERB PUNCT,Please note the following as you review :
4834,1 . the short forms do not contain the optionality relating to our performing billing services -- all of our midmarket forms anticipate that we will act as customer 's billing agent and that we will collect all amounts due related to t&d and the like from the customer ( and reflect same on our invoice ) and pass those amounts on to the customer 's utility .,X PUNCT DET ADJ NOUN AUX PART VERB DET NOUN VERB SCONJ PRON VERB NOUN NOUN PUNCT DET ADP PRON ADJ NOUN VERB SCONJ PRON AUX VERB ADP NOUN PART NOUN NOUN CCONJ SCONJ PRON AUX VERB DET NOUN ADJ ADJ ADP NOUN CCONJ DET ADJ ADP DET NOUN PUNCT CCONJ VERB ADJ ADP PRON NOUN PUNCT CCONJ VERB DET NOUN ADV ADP DET NOUN PART NOUN PUNCT,1 . The short forms do not contain the optionality relating to our performing billing services -- all of our midmarket forms anticipate that we will act as customer 's billing agent and that we will collect all amounts due related to T&D and the like from the customer ( and reflect same on our invoice ) and pass those amounts on to the customer 's utility .
4835,"2 . i did not include a "" setoff "" provision in this draft , mainly because the vast majority of the time , we will not , nor will an affiliate , have another agreement in place with these customers .",X PUNCT PRON AUX PART VERB DET PUNCT NOUN PUNCT NOUN ADP DET NOUN PUNCT ADV SCONJ DET ADJ NOUN ADP DET NOUN PUNCT PRON AUX PART PUNCT CCONJ AUX DET NOUN PUNCT VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT,"2 . I did not include a "" Setoff "" provision in this draft , mainly because the vast majority of the time , we will not , nor will an affiliate , have another agreement in place with these customers ."
4836,"if you feel strongly about our including a setoff provision , we will do so .",SCONJ PRON VERB ADV SCONJ PRON VERB DET NOUN NOUN PUNCT PRON AUX VERB ADV PUNCT,"If you feel strongly about our including a setoff provision , we will do so ."
4837,3 . the change in law provision reads a bit differently from the long form -- the thinking here is that the long form language is very lengthy and rather harsh ( and we 've had great difficulty selling it in the past ) .,X PUNCT DET NOUN ADP NOUN NOUN VERB DET NOUN ADV ADP DET ADJ NOUN PUNCT DET NOUN ADV VERB SCONJ DET ADJ NOUN NOUN AUX ADV ADJ CCONJ ADV ADJ PUNCT CCONJ PRON AUX VERB ADJ NOUN VERB PRON ADP DET NOUN PUNCT PUNCT,3 . The change in law provision reads a bit differently from the long form -- the thinking here is that the long form language is very lengthy and rather harsh ( and we 've had great difficulty selling it in the past ) .
4838,"taking into consideration this class of customer , we decided to include certain items , including our inability to cover our costs due to a change in law , rules or practices as a "" force majeure event "" in an effort to soften the approach ( see the gtcs ) .",VERB ADP NOUN DET NOUN ADP NOUN PUNCT PRON VERB PART VERB ADJ NOUN PUNCT VERB PRON NOUN PART VERB PRON NOUN ADP ADP DET NOUN ADP NOUN PUNCT NOUN CCONJ NOUN ADP DET PUNCT NOUN NOUN NOUN PUNCT ADP DET NOUN PART VERB DET NOUN PUNCT VERB DET NOUN PUNCT PUNCT,"Taking into consideration this class of customer , we decided to include certain items , including our inability to cover our costs due to a change in law , rules or practices as a "" force majeure event "" in an effort to soften the approach ( see the GTCs ) ."
4839,"also we do not address calculation of a termination payment in the event of a change in law as the long form does -- again , more in the interest of "" saving space "" than anything else ...",ADV PRON AUX PART VERB NOUN ADP DET NOUN NOUN ADP DET NOUN ADP DET NOUN ADP NOUN SCONJ DET ADJ NOUN VERB PUNCT ADV PUNCT ADV ADP DET NOUN SCONJ PUNCT VERB NOUN PUNCT ADP PRON ADJ PUNCT,"Also we do not address calculation of a termination payment in the event of a change in law as the long form does -- again , more in the interest of "" saving space "" than anything else ..."
4840,let us know your thoughts on this document and if you are comfortable with our using this until such time as the hybrid form is launched .,VERB PRON VERB PRON NOUN ADP DET NOUN CCONJ SCONJ PRON AUX ADJ SCONJ PRON VERB PRON ADP ADJ NOUN SCONJ DET NOUN NOUN AUX VERB PUNCT,Let us know your thoughts on this document and if you are comfortable with our using this until such time as the hybrid form is launched .
4841,"if you are comfortable , we will drive these changes into our other midmarket power forms .",SCONJ PRON AUX ADJ PUNCT PRON AUX VERB DET NOUN ADP PRON ADJ ADJ NOUN NOUN PUNCT,"If you are comfortable , we will drive these changes into our other midmarket power forms ."
4842,"thanks again for your help with this project ,",NOUN ADV ADP PRON NOUN ADP DET NOUN PUNCT,"Thanks again for your help with this project ,"
4843,marianne,PROPN,Marianne
4844,"p.s. please be sure to copy sarah dietrich and jennifer hillegonds on your response -- they will be taking this project during my "" hiatus "" -- i am moving to pa on friday of this week , and will be out of pocket through approximately 7/16 .",NOUN INTJ AUX ADJ PART VERB PROPN PROPN CCONJ PROPN PROPN ADP PRON NOUN PUNCT PRON AUX AUX VERB DET NOUN ADP PRON PUNCT NOUN PUNCT PUNCT PRON AUX VERB ADP PROPN ADP PROPN ADP DET NOUN PUNCT CCONJ AUX AUX ADP ADP NOUN ADP ADV NUM PUNCT,"P.S. Please be sure to copy Sarah Dietrich and Jennifer Hillegonds on your response -- they will be taking this project during my "" hiatus "" -- I am moving to PA on Friday of this week , and will be out of pocket through approximately 7/16 ."
4845,i will start up again in mid-july ...,PRON AUX VERB ADP ADV ADP PROPN PUNCT,I will start up again in mid-July ...
4846,john :,PROPN PUNCT,John :
4847,"i have faxed to you the form of bond , our proposed bond provisions and the eei master .",PRON AUX VERB ADP PRON DET NOUN ADP NOUN PUNCT PRON VERB NOUN NOUN CCONJ DET NOUN NOUN PUNCT,"I have faxed to you the form of Bond , our proposed Bond provisions and the EEI Master ."
4848,i am waiting on the confirms and will send them to you shortly by fax or e-mail .,PRON AUX VERB ADP DET NOUN CCONJ AUX VERB PRON ADP PRON ADV ADP NOUN CCONJ NOUN PUNCT,I am waiting on the confirms and will send them to you shortly by fax or e-mail .
4849,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4850,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4851,carol st clair,PROPN PROPN PROPN,Carol St Clair
4852,05/31/2001 09:01 am,NUM NUM NOUN,05/31/2001 09:01 AM
4853,phyllis :,PROPN PUNCT,Phyllis :
4854,our letter of credit person would be more comfortable if we deleted all of the language that makes the lc transferable .,PRON NOUN ADP NOUN NOUN AUX AUX ADV ADJ SCONJ PRON VERB DET ADP DET NOUN PRON VERB DET NOUN ADJ PUNCT,Our letter of credit person would be more comfortable if we deleted all of the language that makes the LC transferable .
4855,are you okay with that ?,AUX PRON ADJ ADP PRON PUNCT,Are you okay with that ?
4856,"if so , are we ready to execute ?",SCONJ ADV PUNCT AUX PRON ADJ PART VERB PUNCT,"If so , are we ready to execute ?"
4857,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4858,lemelpe@nu.com,X,lemelpe@NU.COM
4859,05/30/2001 03:00 pm,NUM NUM NOUN,05/30/2001 03:00 PM
4860,carol :,PROPN PUNCT,Carol :
4861,i understand that we are still reviewing the attachment that lists the open transactions .,PRON VERB SCONJ PRON AUX ADV VERB DET NOUN PRON VERB DET ADJ NOUN PUNCT,I understand that we are still reviewing the attachment that lists the open transactions .
4862,how are you making out on the revised version of the loc ?,ADV AUX PRON VERB ADP ADP DET VERB NOUN ADP DET NOUN PUNCT,How are you making out on the revised version of the LOC ?
4863,marianne :,PROPN PUNCT,Marianne :
4864,"in addition to my other comments on the mid market power form , i think you should add a forward contract rep .",ADP NOUN ADP PRON ADJ NOUN ADP DET X NOUN NOUN NOUN PUNCT PRON VERB PRON AUX VERB DET ADJ NOUN NOUN PUNCT,"In addition to my other comments on the Mid Market Power Form , I think you should add a forward contract rep ."
4865,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4866,christie or cass :,PROPN CCONJ PROPN PUNCT,Christie or Cass :
4867,are we playing tomorrow at 9:30 ?,AUX PRON VERB NOUN ADP NUM PUNCT,Are we playing tomorrow at 9:30 ?
4868,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4869,rhonda :,PROPN PUNCT,Rhonda :
4870,"as i mentioned in my e-mail , john lepore at select energy ( settlements group ) is trying to reconcile our list with his list .",SCONJ PRON VERB ADP PRON NOUN PUNCT PROPN PROPN ADP PROPN PROPN PUNCT NOUN NOUN PUNCT AUX VERB PART VERB PRON NOUN ADP PRON NOUN PUNCT,"As I mentioned in my e-mail , John Lepore at Select Energy ( Settlements Group ) is trying to reconcile our list with his list ."
4871,"he needs more info about these trades ( i.e. , price info ) and would like to talk with you about it .",PRON VERB ADJ NOUN ADP DET NOUN PUNCT X PUNCT NOUN NOUN PUNCT CCONJ AUX VERB PART VERB ADP PRON ADP PRON PUNCT,"He needs more info about these trades ( i.e. , price info ) and would like to talk with you about it ."
4872,his number is 860-665-2368 and e-mail address is leporjj@selectenergy.com .,PRON NOUN AUX NUM CCONJ NOUN NOUN AUX X PUNCT,His number is 860-665-2368 and e-mail address is leporjj@selectenergy.com .
4873,"once we agree on the list , we can sign the eei master .",SCONJ PRON VERB ADP DET NOUN PUNCT PRON AUX VERB DET NOUN NOUN PUNCT,"Once we agree on the list , we can sign the EEI Master ."
4874,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4875,rhonda l denton,PROPN PROPN PROPN,Rhonda L Denton
4876,05/25/2001 12:45 pm,NUM NUM NOUN,05/25/2001 12:45 PM
4877,here 's everything that flows from 5/1/01 forward .,ADV AUX PRON PRON VERB ADP NUM ADV PUNCT,Here 's everything that flows from 5/1/01 forward .
4878,carol st clair 05/25/2001 12:01 pm,PROPN PROPN PROPN NUM NUM NOUN,Carol St Clair 05/25/2001 12:01 PM
4879,we need to include all outstanding transactions .,PRON VERB PART VERB DET ADJ NOUN PUNCT,We need to include all outstanding transactions .
4880,thanks .,NOUN PUNCT,Thanks .
4881,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4882,rhonda l denton,PROPN PROPN PROPN,Rhonda L Denton
